pseudocode,state,district,block,rural_urban,lgd_vill_name,school_category,school_type,lowclass,highclass,managment,pincode,pre_primary,shift_school,resi_school,class_1_students,class_2_students,class_3_students,class_4_students,class_5_students,class_6_students,class_7_students,class_8_students,class_9_students,class_10_students,class_11_students,class_12_students,total_students,total_tch,regular,contract,part_time,total_class_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,total_boys_toilet,total_girls_toilet,desktop,laptop,tablet,internet,electricity_availability,library_availability,playground_available,structure_name,structure_status,classroom_repair_gap,has_internet,has_library
7020611,UTTAR PRADESH,BAREILLY,BAHERI,1,Bhilaiya,2,3,1,8,5,243201,1,2,3,20,34,72,58,51,92,73,61,0,0,0,0,461,7,5,0,2,8,8,0,0,3,3,9,4,1,1,1,1,1,Upper Primary (1–8),STANDARD,0,True,True
8580161,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Hardua Kifayatullah,1,3,1,5,97,243201,2,2,3,14,13,18,15,19,0,0,0,0,0,0,0,79,5,5,0,0,4,4,0,0,1,1,0,1,0,1,2,2,2,Primary (1–5),STANDARD,0,True,False
7840791,UTTAR PRADESH,BAREILLY,RAMNAGAR,2,,1,3,1,5,5,243303,2,2,3,3,0,1,1,3,0,0,0,0,0,0,0,8,3,3,0,0,1,1,0,0,2,3,1,0,0,1,1,2,1,Primary (1–5),STANDARD,0,True,False
8433545,UTTAR PRADESH,BAREILLY,SHERGARH,1,Bakenia Birpur,7,3,6,10,5,243505,9,2,3,0,0,0,0,0,46,62,67,73,67,0,0,315,4,4,0,0,5,5,0,0,1,1,0,1,1,1,1,2,1,Secondary (6–10),STANDARD,0,True,False
8536031,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,8,3,9,10,5,243001,9,2,3,0,0,0,0,0,0,0,0,33,15,0,0,48,7,4,0,3,4,4,0,0,2,2,10,0,0,1,1,1,1,Secondary (9–10),STANDARD,0,True,True
8756876,UTTAR PRADESH,BAREILLY,MAJHGAWAN,1,Bajhera,1,3,1,5,5,243302,2,2,3,15,10,4,7,11,0,0,0,0,0,0,0,47,3,2,1,0,5,5,0,0,1,1,1,1,0,2,1,1,1,Primary (1–5),STANDARD,0,False,True
1059696,UTTAR PRADESH,BAREILLY,RAMNAGAR,1,Dhanora Gauree,1,3,1,5,5,243303,2,2,3,8,5,17,1,4,0,0,0,0,0,0,0,35,7,7,0,0,5,5,0,0,2,2,0,0,0,2,1,1,2,Primary (1–5),STANDARD,0,False,True
3113087,UTTAR PRADESH,BAREILLY,FARIDPUR TOWN,2,,1,3,1,5,5,243503,2,2,3,17,14,4,8,5,0,0,0,0,0,0,0,48,7,4,3,0,5,5,0,0,2,1,0,0,0,1,1,1,1,Primary (1–5),STANDARD,0,True,True
2713418,UTTAR PRADESH,BAREILLY,FATEHGANJ,1,Kaithola Beniram,1,3,1,5,1,243505,2,2,3,5,5,6,6,5,0,0,0,0,0,0,0,27,2,2,0,0,5,5,0,0,1,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,0,False,True
5982856,UTTAR PRADESH,BAREILLY,BHUTA,1,Ladpur Mudia,1,3,1,5,1,243503,2,2,3,8,3,4,12,11,0,0,0,0,0,0,0,38,2,2,0,0,3,0,1,2,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,3,False,True
3839806,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Dhanaura,1,3,1,5,1,243402,2,2,3,18,12,10,6,13,0,0,0,0,0,0,0,59,6,3,3,0,3,0,0,3,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,3,False,True
6101262,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Purnapur,1,3,1,5,1,243122,2,2,3,11,6,11,11,12,0,0,0,0,0,0,0,51,3,2,1,0,3,2,1,0,2,2,0,0,0,2,1,1,2,Primary (1–5),STANDARD,1,False,True
5565966,UTTAR PRADESH,BAREILLY,KYARA,1,Kargaina,2,3,1,8,5,243001,1,2,3,39,45,43,30,28,25,20,18,0,0,0,0,248,11,1,10,0,11,11,0,0,4,4,20,1,0,1,1,1,2,Upper Primary (1–8),STANDARD,0,True,True
8865645,UTTAR PRADESH,BAREILLY,RICHHA(DAMKHODA),2,,2,3,1,8,5,243202,2,2,2,10,21,24,21,19,85,79,89,0,0,0,0,348,8,7,1,0,9,9,0,0,4,4,4,2,1,1,1,1,1,Upper Primary (1–8),STANDARD,0,True,True
7437835,UTTAR PRADESH,BAREILLY,SHERGARH,2,,1,3,1,5,97,243505,2,2,3,5,14,10,13,5,0,0,0,0,0,0,0,47,4,3,1,0,5,5,0,0,1,1,3,1,0,2,1,2,1,Primary (1–5),STANDARD,0,False,False
2670304,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Alinagar,1,3,1,5,1,262406,2,2,3,14,7,6,5,6,0,0,0,0,0,0,0,38,4,2,2,0,4,4,0,0,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,0,False,True
9510501,UTTAR PRADESH,BAREILLY,MAJHGAWAN,1,Shahbajpur,1,3,1,5,1,243401,2,2,3,14,19,10,20,8,0,0,0,0,0,0,0,71,4,2,2,0,4,4,0,0,1,1,0,0,3,1,1,1,1,Primary (1–5),STANDARD,0,True,True
7495088,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Bhagwanpur Dhimri,1,3,1,5,1,243123,2,2,3,9,6,8,14,15,0,0,0,0,0,0,0,52,2,2,0,0,4,1,0,3,3,1,0,0,2,1,1,1,1,Primary (1–5),STANDARD,3,True,True
8526761,UTTAR PRADESH,BAREILLY,NAWABGANJ,2,,1,3,1,5,1,243407,2,2,3,10,17,18,21,15,0,0,0,0,0,0,0,81,5,4,1,0,3,0,1,2,2,3,0,1,2,1,1,1,1,Primary (1–5),STANDARD,3,True,True
2255162,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Dandia,1,3,1,5,1,243123,2,2,3,16,4,6,7,17,0,0,0,0,0,0,0,50,6,5,1,0,4,2,2,0,1,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,2,False,True
6943486,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Ladpur Usmanpur,1,3,1,5,97,243407,2,2,3,8,10,17,16,16,0,0,0,0,0,0,0,67,4,4,0,0,5,5,0,0,2,2,1,0,0,1,2,2,2,Primary (1–5),STANDARD,0,True,False
8298319,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Dabi Khera,1,3,1,5,1,262406,2,2,3,8,5,5,12,5,0,0,0,0,0,0,0,35,3,2,1,0,3,2,1,0,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,1,False,True
7476906,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Itawa Beni Ram,3,3,1,12,5,243123,1,2,3,42,30,25,33,45,38,19,29,29,33,37,48,408,39,38,1,0,27,27,0,0,11,12,45,1,2,1,1,1,1,Higher Secondary (1–12),STANDARD,0,True,True
5315400,UTTAR PRADESH,BAREILLY,RICHHA(DAMKHODA),1,Niyamatpur,1,3,1,5,1,243001,2,2,3,5,0,1,6,6,0,0,0,0,0,0,0,18,3,1,2,0,3,3,0,0,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,0,False,True
6967642,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,1,243003,2,2,3,9,9,6,18,17,0,0,0,0,0,0,0,59,2,1,1,0,1,1,0,0,1,1,0,0,0,2,1,1,2,Primary (1–5),STANDARD,0,False,True
2512777,UTTAR PRADESH,BAREILLY,BAHERI,1,Miti Dandi,1,3,1,5,1,243201,2,2,3,13,13,6,16,12,0,0,0,0,0,0,0,60,5,3,2,0,5,3,1,1,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,2,False,True
5713318,UTTAR PRADESH,BAREILLY,BHUTA,1,Mehtarpur Tej Singh,1,3,1,5,97,243503,2,2,3,6,4,13,4,5,0,0,0,0,0,0,0,32,5,0,5,0,5,5,0,0,1,1,0,0,0,1,2,2,1,Primary (1–5),STANDARD,0,True,False
5490539,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Benipur Sadat,1,3,1,5,1,243123,2,2,3,2,6,2,4,5,0,0,0,0,0,0,0,19,2,1,1,0,3,1,0,2,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,2,False,True
5400428,UTTAR PRADESH,BAREILLY,FARIDPUR,1,Shivpuri,1,3,1,5,1,243506,2,2,3,15,10,14,20,12,0,0,0,0,0,0,0,71,6,3,3,0,5,3,2,0,1,1,0,0,2,1,1,1,2,Primary (1–5),STANDARD,2,True,True
7777950,UTTAR PRADESH,BAREILLY,KYARA,1,Gauntara Mustakil,1,3,1,5,1,243001,2,2,3,11,13,8,23,17,0,0,0,0,0,0,0,72,8,5,3,0,3,3,0,0,1,1,0,0,2,1,1,1,1,Primary (1–5),STANDARD,0,True,True
3558239,UTTAR PRADESH,BAREILLY,FARIDPUR,1,Mohanpur,1,3,1,5,1,243503,2,2,3,21,13,21,17,16,0,0,0,0,0,0,0,88,4,3,1,0,6,2,2,2,2,2,0,0,2,2,1,1,2,Primary (1–5),STANDARD,4,False,True
3801004,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,1,243005,2,2,3,0,1,1,2,2,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,Primary (1–5),STANDARD,0,True,True
